用户名,推荐,游戏时长,评论,政治敏感,评论长度,情感得分
Niferpitou,Recommended,88.6,"
					游戏玩法确实很罐头，哈迷可以直接入，里面有很多原著的小彩蛋。游戏画面很棒，基本上可以随便截图当背景。但是捏脸是真的很难评，基本上就是zzzq雀斑啥的。魁地奇能拎出来单卖真是大沙比 学完阿瓦达，伏地魔都得来找我拜师~~ 
",1,116,0.9879486535034301
鲨鱼在天空游泳,Recommended,63.8,"
					一次无比美妙而又惬意的魔法之旅，作为一个从来没有接触过哈利波特的人也是真真切切地享受到了这个魔法世界，也难怪哈利波特是世界经典，明显能够感觉到世界观的架构厚重又有趣霍格沃兹城堡做的相当牛逼，结构复杂又四通八达，收集品更是藏得多如牛毛，上课布置作业真的挺好的，能让我在体验一把当学生的快乐这游戏的主角更是在公式开发世界里面相当有意思，真的是一位很有个性的主角，虽然游戏给了大部分选项让玩家自由选择，但还是能明显看出主角绝壁是腹黑属性的，变成校长第一件事是去整蛊同学真的难崩只能说确实是一部相当健全而且不错的游戏，起码确实是让我对哈利波特系列产生了浓厚的兴趣",0,283,1.0
盆盆小将,Recommended,137.2,"
					史上最还原原著的衍生品。谢谢圆梦。谢谢让我亲眼看到了那么多的魔法生物，阅读了那么多关于魔法史的新知识，亲身感受到了作为霍格沃茨学生在城堡里行走的感觉，在扫帚上飞过苏格兰高地的感觉。第一次看网上的视频，看到每个休息室入口的造型时我的鸡皮疙瘩都起来了，尤其记得斯莱特林的大蛇门廊。进入游戏的震撼太多，数不胜数。第一次站在马人面前，感受到人与它的体型差，才意识到这些是在电影和书本里感受不到的。第一次登顶校长办公室，再往上走，发现准入之术书放在那里时才知道原来这本书的放置地点是在这里！还有数不胜数的书页里的知识都看得我津津有味。在一副小精灵盔甲的介绍中它是这么说的“这件盔甲的主人想打造一副盔甲给小精灵，为了让他为自己战斗。但给他穿上的那一刻他才想起这也算是衣服”哈哈哈哈哈。还有太多太多。包括紫角兽的形象、霍格莫德的其他地区、城堡里盔甲们的悄悄对话都太太太还原太太太巧思了。第一个正式玩的档案是格兰芬多。我坚守了自己的信仰!从头至尾没有用过索命咒，老老实实打了每一个巨怪和BOSS和竞技场，这感觉真好啊！！这个游戏真的令我太幸福！目前还差2个成就就全成就啦，本来想全成就了再来评价的，但为了4级奖牌我先评了",0,508,1.0
Vertin,Recommended,14.5,"
					对于哈迷来说无脑入就对了，算得上是3A，至少对得起这个价",0,34,0.9821610580312503
YIM,Recommended,53.7,"
					梦的开始",0,10,0.6847826086956522
香草香草,Recommended,21.9,"
					挺好玩的，就是互动性少了点。还有翻滚的时候总碰到shift",0,35,0.7493325135209455
huilin,Recommended,63.4,"
					还我伙伴陪同系统 2025令华纳速速把删掉的补上，结局也补上",0,36,0.7661599596381621
zzz,Not Recommended,0.5,"
					优化跟屎一样，去暑吧",0,16,0.6695688322456746
BiG追缒探穴,Recommended,14.7,"
					算大制作，开的故事模式，总体体验还不错，对电脑要求较高，我都不敢想低画质玩起来有做糟心，画质拉满体验剧情，故事模式就是纯体验游戏，打怪很简单。推荐但是如果追求极致的打斗体验，就算最高难度，其实也一般般",0,106,0.9999984367218833
行远自迩,Recommended,40.4,"
					人生中第一个单机游戏，现在看来有许多不完美的地方，但对于当时的我来说，一个哈利波特小说党来说，十分的完美",0,58,0.9999982810730488
死后战线2010,Not Recommended,51.8,"
					太晕了 优化做的太差了 有些地方强制跟随也很烦",0,29,0.22756208112034726
Eddie太困了,Recommended,4.2,"
					好玩",0,8,0.7894736842105263
宇宙无敌小林,Recommended,78.9,"
					非常好玩的罐头游戏，战斗手感很照顾手残党，主线剧情也很有层次感。就冲着情怀就足够是一款好游戏了！",0,54,0.9999998894881461
V,Recommended,25.9,"
					好玩的一批",0,11,0.7105947917139961
LYNN63-,Recommended,47.8,"
					虽然是罐头，但是是风景优美的罐头！",0,23,0.9297040750462144
huoohu,Recommended,38.1,"
					魔法探索居多，比手游元素要多很多，流程不是很紧，可以慢慢探索，为什么我玩游戏就那么难，现在总有不明人士篡改环境音效！网吧一起正常！当我进入图书馆场景时环境音效被篡改成我们当地脏话！这不是塔利班阿富汗！我是个吃猪肉汉人!不喜欢当地欺负我们的伊斯兰犯罪团体！他们贩毒、诈骗、卖淫！现在又开始网络袭击！还要栽赃给别人！支持以色列消灭恐怖分子！",0,174,0.9999972683538482
MajorTom,Recommended,20.7,"
					吃ip但玩法比较平淡",0,16,0.5517745839820406
Jelly,Not Recommended,3.3,"
					不是育碧，胜似育碧",0,15,0.9882617365377537
假如我不是龙百万,Not Recommended,7.3,"
					感觉一般。我以为会是像九张羊皮纸一样是魔法与冒险类的，进去玩了几个小时，讲的全是主角的学校日常。无聊至极",0,58,0.9998209354472526
松烟,Recommended,53.1,"
					精美的场景建模渲染和剧情交互做得一坨的华纳真就“各司其责”🫥",0,36,0.9874478836694797
寻人不遇,Recommended,2.8,"
					纯粉丝向作品",0,12,0.9318658761405922
雄视古今,Recommended,34.9,"
					热爱哈利波特的玩家还是可以玩一下的，剧情虽然不长但还是挺有意思",0,37,0.9998195676306578
摸鱼划水,Not Recommended,1.4,"
					tmd傻逼角色再怎么捏都丑的跟放了几天的老鼠尸体一样让人恶心，退了",0,39,0.006594591031565233
柳清川,Recommended,30.1,"
					好玩，就是脸不太好看但是霍格沃兹真的很美丽 
",0,29,0.9502550083705091
guyi08_,Recommended,153.7,"
					风景不错，剧情依托，游戏性算了",0,21,0.9993117947352834
鸡急国王,Not Recommended,15.3,"
					优化极差+政治正确",1,15,0.5187146829266608
zzx的无敌男神,Recommended,11.5,"
《霍格沃茨之遗》：魔法世界与自由沙盒的完美结合《霍格沃茨之遗》是由Avalanche Software开发的一款第三人称开放世界动作冒险角色扮演游戏。Avalanche Software先前还与世界级IP迪士尼进行合作，与旗下多款动画IP进行过游戏的开发，16年迪士尼关闭Avalanche工作室后，被华纳兄弟收购，并且给予了几乎世界上人尽皆知的著名IP《哈利波特》的独家授权，创作出轰动了去年上半年游戏圈的《霍格沃茨之遗》。游戏中， 你将扮演一名刚刚加入霍格活茨魔法学院的新生，来到这个神秘的魔法世界开展属于自己的冒险。在本作中，你可以在硕大的魔法世界自由探索，可以捕捉各种各样奇特的生物，可以与骑着扫帚环游世界，也可以学习强大的魔法与其他学生切磋或者去惩奸除恶消灭敌人！阿瓦达啃大瓜！游戏的战斗系统可以说是本作的一大亮点，游戏中还原了原作中大量出现过的魔法。通过不同魔法的组合，玩家可以实现多种战斗风格。玩家可以使用“霹雳爆炸”配合“统统石化”打出爆炸伤害！也可以利用“除你武器”和“应声落地”控制敌人的行动。甚至还可以从塞巴斯蒂安这里学习等比如“钻心剜骨”或“阿瓦达索命”等强大的禁术黑魔法！游戏中还可以格挡和弹反！（魂类玩家福音），当头上出现橙色预警，将要受到敌人攻击的一瞬间使用格挡，可以破坏敌人的攻击并且发起反击，当然如果是红色的预警那就无法格挡。而为了增加战斗的多样性，敌人也设计了丰富的类型。不同的敌人有不同的应对办法，有些敌人需要利用特定魔法破除护盾，否则无法造成伤害，有些则需要快速反应应对攻击。此外，玩家还能通过合成药水、种植魔法植物等系统强化自身，进一步提升战斗体验。生动的NPC和丰富的支线任务游戏中除了主线外还有很多的支线任务，大部分支线完成后解锁相应成就的同时还会给予一些有道具和服侍服装奖励。前期的支线任务也很重要，完成相关的支线任务可以解锁各种新技能和装备等。支线中比较主要的就是与三个学院中的学生代表的任务，在完成任务后可以获得丰厚的奖励。还有许多有趣的支线系列，例如巫术对决、召唤对决、扫帚竞速等等。巫术对决可以跟学院里学徒们PK，考研你对魔法的熟练程度和反应速度。召唤对决可以用魔法做一些小游戏挑战，扫帚竞速可以体验一把在空中飙车的感觉~学院里的老师同学们不再是生硬的NPC背景板，而是一个个充满个性、生动鲜明的角色。最让我印象深刻的就是塞巴斯蒂安了，为了寻找解药解除妹妹的诅咒，找遍了所有的办法甚至开始研究黑魔法，但自己也逐渐迷上强大的力量。又或是奥米尼斯·冈特，作为斯莱特林直系后代，又是伏地魔的舅公，容易让大家以为他是反派，事实上他本人对黑魔法深恶痛绝，并且他天生眼盲，成了家里的弃子。在关于黑魔法方面上相当有原则，绝不退让。又或是我们美丽的女主，高智商高情商的同时又有强大的战斗力！这些人物刻画都为游戏增添了情感深度。他们的支线任务不仅能解锁强力技能和装备，还能让玩家深入了解魔法世界的方方面面，让不是哈利波特迷们也能充分了解这个魔法世界，了解各个学院的风格特点，了解伏地魔的故事。地图探索与有趣的解密在本作中，共有14块区域共同组成这个魔法世界，从最开始的霍格沃茨学院一直南下，敌人的等级会逐渐增加。每个区域都会标记处共有多少可收集物品以及当前的收集进度。你可以驾驶你的扫帚，超帅的鹰马兽或者夜琪在空中自由的飞翔~也可以骑着紫角兽在地面疾驰，欣赏沿途迷人的魔法世界，顺手教训各种敌人。（虽然坐骑很帅很爽但是感觉还是扫帚最好用）游戏中处处都是解密收集要素，到处都有许多宝箱可以获取，并且部分宝箱都在房间里，需要玩家学习并提高开锁术才能获得。你可以利用实用型的技能魔法来解密收集奖励，并且许多谜题都设计的相当有意思。你需要灵活的使用各种实用类魔法，如用还原如初修复破损的大桥通行，用荧光闪烁探照出隐藏的文字和线索。游戏中还有许多月石草药矿物可以收集，收集后可以制造帮助你战斗的药水，也可以用于强化装备！不仅如此地图上还有许许多多奇特的魔法生物可以捕捉，比如嗅嗅、月痴兽等。这些生物不仅可以带回有求必应屋里的宠物世界进行饲养，还能为玩家提供稀有资源~总结总的来说，这是一款不可多得的魔法开放世界冒险游戏，他成功还原了《哈利波特》中令人向往的魔法世界，当然也有不少人诟病本作有点像是育碧的罐头开放世界游戏，大量的支线任务和重复的收集要素会略感枯燥，但我依然觉得瑕不掩瑜，丰富的玩法和自由度为玩家带来了前所未有的沉浸体验，他给了我在童年时期看到《哈利波特》时的那种幻想和憧憬的体验，无论是原著粉还是喜欢开放世界的玩家都非常值得一试。关注「 鸿源鉴游组」  会当逢佳游，始可见鸿源。  
",1,1914,1.0
橘橘橘橘橘橘子,Not Recommended,11.2,"
					纯纯答辩游戏，七小时游戏时长有一半是闪退重进，这游戏谁买谁啥比",0,37,0.943891456119302
53561583,Not Recommended,6.7,"
					屎一样的优化卡卡卡卡卡卡卡卡卡卡，千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买千万别买",0,99,0.0
树上的白猫,Recommended,71.1,"
					满足了我在哈利波特世界畅玩的幻想，流程虽然罐头，但我依然给情怀满分",0,39,0.9999995109609179
醉红尘,Recommended,9.3,"
					确实是一部不错的作品，代入感很强，加上ip发力可以弥补很大一部分不足，虽然不足也不多",0,48,0.9978731438587575
firemoon_sun,Recommended,38.7,"
					好玩是很好玩，但是怎么那么像巫师3呢？",0,25,0.9241139645650586
Twitch 김치,Recommended,6.6,"
					好玩，女朋友很爱玩",0,15,0.9850987862540425
Fromb,Recommended,52.1,"
					精致罐头，沉浸式魔法上学，如果鬼屋没那么吓人就更好了，对我心脏不好",0,39,0.999709452787457
